,name,lat,lon,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,email,phone,website,wheelchair,contact:facebook,contact:phone,wikidata,fixme,contact:website,old_name,opening_hours,smoking,source,cuisine,drink:club-mate,recycling:cans,recycling:glass,recycling:paper,addr:country,toilets:wheelchair,name:es,designation,wifi,source:name,old_name_1,description,payment:bitcoin,note,alt_name,wheelchair:description,layer,outdoor_seating,addr:subdistrict,internet_access:fee,internet_access,opening_hours:signed,name:en,craft_beer,shop,food,delivery,payment:american_express,payment:discover_card,payment:mastercard,payment:visa,seating,addr:housename,url,contact:email,brewery,description_1,addr:state,operator,old_name_2,lgbtq,name:zh,wheelchair:description:es,microbrewery,entrance,lgbtq:bears,level,outside_seating,craft,ramp:wheelchair,diet:vegan,diet:vegetarian,name:uk,reservation,takeaway,name:ca,disused:amenity,name:fr,min_age,diet:gluten_free,facebook,capacity,beacon:type,indoormark,amenity_1,addr:unit,payment:cash,payment:credit_cards,start_date,payment:debit_cards,name:de,air_conditioning,opening_hours:covid19
462,,40.4687133,-3.5796312,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Cardamomo,40.4154628,-3.6995579,Madrid,15,28014.0,Calle de Echegaray,bar,,,http://cardamomo.es/,,,+34 918 051 038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contacto@cardamomo.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,40.5034829,-3.70838,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,40.4926609,-3.8863237,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,El Pedal,40.4079502,-3.6970032,Madrid,33,28012.0,Calle de Argumosa,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,40.3333977,-3.831062,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,40.5047294,-3.5319922,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,40.504815,-3.5288889,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Ribadeza,40.4082985,-3.7130604,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,100 Montaditos,40.4060918,-3.7113974,Madrid,3,28005.0,Glorieta Puerta de Toledo,bar,,+34 914 73 82 70,,,,,,,,,Mo-Su 10:30-23:00, Fr 10:30-24:00, Sa 12:30-24:00,outside,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Salsería II,40.4058987,-3.7113507,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,New Moon,40.4260104,-3.5395922,,,,,bar,,,,,,,,,,El Flamenco,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,JH I,40.4276327,-3.5400475,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,The Kerry Café,40.426455,-3.5420508,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Sidney,40.3721055,-3.6119759,Madrid,35,28051.0,Avenida de La Gavia,bar,,,,,,,,,,,Tu-Su 12:00-2:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Cervecería La Sureña,40.3710143,-3.5983556,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3 Hermanos,40.3218985,-3.8699168999999998,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Bar Marivi,40.3217134,-3.8689492,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Bar Sánchez,40.7415287,-4.0548931,Cercedilla,1,28470.0,Avenida Sierra de Guadarrama,bar,,+34 918 52 01 38,,,http://www.facebook.com/pages/Bar-S%C3%A1nchez/129995957061525,,,,,,,,,,,,,,,,,,,,,Tortilla de patata recien hecha y la tapa estrella de la casa: Un crujiente y jugoso trozo de bacalao acompañado de pisto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Al lío,40.7417575,-4.0549008,Cercedilla,1,28470.0,Travesía de la Pontezuela,bar,,+34 660 39 66 46,,,http://www.facebook.com/pages/a-lo-tuyo/129721307057778,,,,,,,,,,,,,,,,,,,,,"Bar situado en pleno centro de Cercedilla, en el que puedes tomar el aperitivo con ricas tapas así­ como degustar cualquiera de sus tostas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,A Veira Do Mar,40.4569681,-3.7037572,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Riveira III,40.4568599,-3.7034104,,,,,bar,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,D'Callejo,40.6803513,-3.9678305,Moralzarzal,Local4,28411.0,Calle Salvador Sánchez Frascuelo. Plaza de Toros,bar,,+34 918 57 00 00,,,,,,,,,,,,,,,,,,,,,,,,"Local de pinchos de mercado situado en la plaza de toros de Moralzarzal. Tienen pinchos calientes y fríos, cambian la carta dos veces al año pero tienen pizarra con sugerencia del día.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Bar la Parroquia,40.8138302,-3.7655803,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Casa Chaqueta,40.6226147,-3.907013,Hoyo de Manzanares,7,28240.0,Plaza Mayor,bar,,+34 918 56 71 40,http://www.restaurantecasachaqueta.es/,,,,,,,,,,,,,,,,,,,,,,,"Tapas de ensueño,Exquisita decoración,Buen servicio. Especialidad carnes a la brasa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,La Camioneta,40.6245571,-3.9034008,Hoyo de Manzanares,8,28240.0,Camino de Manzanares,bar,,+34 918 56 55 81,http://la-camioneta.blogspot.com/,,,,,,,,,,,,,,,,,,,,,,,"Pintxos y raciones. -Solomillo, queso brie y cebolla caramelizada. -Jamón ibérico con salmorejo y huevo de codorniz. -Salmón ahumado con philadelphia y miel. -Chistorra, patata chip y huevo de codorniz. -Bacalao rebozado con verduritas. -Mini",,,,,,,,,,,,,,,,,,,,,,,,,"-rollitos de bacon y brie con salsa de frutos rojos. -Chipirones con gulas al ajillo. -Queso de cabra, membrillo y frutos secos. -Revuelto de morcilla con piñones. -Bacalao ahumado con confitura de tomate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,40.3711246,-3.7479069,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Dos de Mayo,40.5849708,-4.1312707,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,El Aperitivo,40.5845112,-4.1307211,,,,,bar,,+34 918 90 07 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Parada y Fonda,40.5855551,-4.1315198,,,,,bar,,+34 918 90 32 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Jardín,40.5848605,-4.1292212,,,,CALLE I,bar,,+34 918 90 83 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,40.2885167,-3.6931045,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Bar el Hórreo,40.4111209,-3.6986832,Madrid,,28012.0,Calle de Santa Isabel,bar,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,"Taberna Calatrava, 22",40.4094021,-3.712126,Madrid,22,,Calle Calatrava,bar,,,,,,+34 637051518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,La Morcilla,40.3445363,-3.7128193,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Azotea de Círculo de Bellas Artes,40.4182665,-3.6963625,Madrid,42,28014.0,Calle de Alcalá,bar,,+34 911 234 567,http://www.azoteadelcirculo.com,,,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,Roof bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,El yantar de ayer,40.4153727,-3.709051,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Mikkeller,40.4224499,-3.7061900999999997,Madrid,22,28004.0,Calle de la Luna,bar,,,,no,https://es-es.facebook.com/MikkellerBarMadrid/?ref=page_internal,,,,https://mikkeller.com/,La luna 22 gastrobar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,40.4214532,-3.7048541999999998,,,,,bar,,+34 91 532 55 64,https://www.gymage.es/?id=terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Casa Julio,40.4243081,-3.7036591999999997,Madrid,37,28004.0,Calle de la Madera,bar,,+34 915 227 274,http://www.barcasajulio.es/,,,,,,,,"Mo-Sa 13:00-15:30, 18:30-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Cafeína,40.4237862,-3.7053122,Madrid,18,28004.0,Calle del Pez,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Pepe Botella,40.4266363,-3.7036349,Madrid,12,28004.0,Calle de San Andrés,bar,,+34 91 522 43 09,http://www.cafepepebotella.es/es/,no,,,,,,,,,,,,,,,,,,,,,,,,,,Escalón muy alto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Donde da la vuelta el viento,40.4062821,-3.7014975999999997,Madrid,81,28012.0,Calle del Mesón de Paredes,bar,,+34 91 017 7240,http://www.dondedalavueltaelviento.com,,,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Cervecería History,40.4242529,-3.7093624,Madrid,6,28015.0,Calle de los Reyes,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,El Rincón de La Habana,40.4242292,-3.7094171,Madrid,6,28015.0,Calle de los Reyes,bar,,,,no,https://www.facebook.com/pages/Rinc%C3%B3n-de-La-Habana/445248112183005,,,,,,,,,,,,,,,,,,,,,,,,,Escalón a la entrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Superchulo,40.4285446,-3.7032793,Madrid,11,28004.0,Calle de Manuela Malasaña,bar,,,,,https://www.facebook.com/superchulomadrid/,+34 910 23 27 06,,,http://www.superchulomadrid.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Bodega de la Ardosa,40.4237792,-3.7017744,Madrid,13,28004.0,Calle de Colón,bar,,+34 915 214 979,http://www.laardosa.es/,limited,,,Q30070624,,,,Mo-Fr 08:30-02:00, Sa-Su 11:45-02:30,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,El Ideal,40.4049626,-3.7077812999999997,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Mesón O'agarimo,40.407892,-3.7127458,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Fernando Poo,40.3949243,-3.7000665,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Kubo King,40.4409432,-3.7073044,,40,,Avenida de Filipinas,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Casa Ángel,40.4843765,-3.3538895,Alcalá de Henares,10,28804.0,Calle de Juan de Soto,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Bar Churrería San Fernando,40.4283556,-3.5293465,,28,28830.0,Calle de la Presa,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Bulevar,40.4322128,-3.6745577,Madrid,,28039.0,Calle de Berruguete,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Magizan Bulevar, SL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Cofradía M.A.D,40.4325385,-3.6746592,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,El Duende,40.4329886,-3.6747868,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,El Rincón,40.4272509,-3.5383934999999997,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Bordillo,40.4272924,-3.5379415,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,La Mejor Flor,40.4288217,-3.7046677,Madrid,22,28004.0,Calle de Manuela Malasaña,bar,,+34 912 82 09 70,,,https://www.facebook.com/lamejorflorbar/info?tab=overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Irreale,40.4288108,-3.7045946,Madrid,20,28004.0,Calle de Manuela Malasaña,bar,,+34 917 52 83 74,,,https://es-es.facebook.com/irrealemadrid,,Q57446346,,,Ave Fenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Bar Amor,40.4288361,-3.7047263,Madrid,22,28004.0,Calle de Manuela Malasaña,bar,,+34 915 94 48 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,40.4195617,-3.6204087,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,La Casa del Abuelo,40.4251923,-3.6811941,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Bar Mariaga,40.4097262,-3.6466832,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Bar Ibiza,40.3960878,-3.7624732,Madrid,69,28024.0,Calle de Escalona,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bar Ibiza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,+ K Copas,40.4205066,-3.6988299,Madrid,13,28004.0,Calle de las Infantas,bar,,,,,,,,,http://maskcopas.com/,Pizzería Casavostra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Picnic,40.4242727,-3.7062421,Madrid,1,28004.0,Calle de Minas,bar,barpicnic@gmail.com,+34 915 21 08 89,,,https://es-es.facebook.com/picnicmadrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Tótem,40.4243541,-3.7071179,Madrid,40,28004.0,Calle del Pez,bar,,,,no,https://es-la.facebook.com/TOTEMPEZ/,+34 914 85 80 31,,,,Transsiberian,,,,,,,,,,,,,,,El Pez Eléctrico,,,,,Escalon,,,,,,,,,,,,,,,,,,,,,,,,Grama Arts Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1862 Dry Bar,40.4241697,-3.706574,Madrid,27,28004.0,Calle del Pez,bar,,+34 609 53 11 51,,,https://es-es.facebook.com/1862DryBar,,,,,,Mo-Th 15:30-02:00, Fr-Sa 15:30-02:30, Su 15:30-22:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Lozano,40.4262872,-3.5318661000000002,,2,28830.0,Calle Virgen del Templo,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Las Alitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Cervecería Bremen,40.3819233,-3.7650042,Madrid,6,28044.0,Calle Sanguiño,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Baretu,40.4259668,-3.6743929,Madrid,101,28006.0,Calle de Hermosilla,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Casa Picote,40.426074,-3.6761618,Madrid,91,28001.0,Calle de Hermosilla,bar,,,,no,,,,,,Bar Torrijos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Strong,40.418605,-3.7075016,Madrid,7,28013.0,Calle de los Trujillos,bar,,34915415415,http://www.strong-center.com/Strong.html,,,,,,,,Mo-Fr 23:30-06:00, Sa-Su 23:30-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,La Canela,40.4179885,-3.7074756,Madrid,19,28013.0,Calle de las Hileras,bar,,+34 915 59 55 32,,,https://es-es.facebook.com/pages/La-Canela-Caf%C3%A9-Bar/135455503177789,,,,,,Mo-Su 16:00-02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,La Coquette,40.4176751,-3.7076269,Madrid,14,28013.0,Calle de las Hileras,bar,discosyunke@gmail.com,+34 915 210 915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Café Iruña,40.4172132,-3.7080127,Madrid,8,28013.0,Calle de las Hileras,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Cazador,40.4249561,-3.7066635,Madrid,7,28004.0,Calle de Pozas,bar,,,,,https://es-es.facebook.com/cazadorbar,,,,,,Mo-Th 17:00-02:00, Fr-Sa 17:00-02:30, Su 12:00-01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Ferrero,40.424559,-3.7066589,Madrid,3,28004.0,Calle de Pozas,bar,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Casa Camacho,40.4256268,-3.7038123,Madrid,4,28004.0,Calle de San Andrés,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Bodegas Lo Máximo,40.4103086,-3.7017065000000002,Madrid,6,28012.0,Calle de San Carlos,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Miguel Ángel,40.4571327,-3.4554521,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Next Level,40.4211294,-3.7054495,Madrid,4,28004.0,Calle de los Tudescos,bar,,,,limited,,,,,,Mind The Gap,,,,,,,,,,,,,,,Changes,,,,,Sin escalones (interior desconocido). Puerta de 87 cm,,,,,,,,,,,,,,,,,,,,,,,,2 Cero 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Taberna La Mina,40.4348255,-3.7017445,Madrid,8,28010.0,Calle General Álvarez de Castro,bar,,,,,,,,,,,Tu-Su 11:00-01:30,,,tapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Fausto's,40.4211533,-3.5294981,,4,28830.0,Plaza de Ondarreta,bar,,,,,,34916743194,,,,,,,,spanish,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,La Parrilla del Mejillón,40.4209583,-3.5295831,,16,28830.0,Plaza de Ondarreta,bar,,,,,,34693704745,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Montserrat,40.4624346,-3.4650145,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,El Gato Canalla,40.4247563,-3.7073338,Madrid,46,28015.0,Calle de San Bernardo,bar,,,,no,,+34 913 611 401,,,http://www.elgatocanallamadrid.com/,Alejandro RJ,,,,,,,,,,,,,,,,,,,,escalon >7cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,La Pasa,40.4271325,-3.7065782,Madrid,73,28015.0,Calle de San Bernardo,bar,LAPASAMALANA@GMAIL.COM,+34 910 81 29 79,,,https://es-es.facebook.com/LaPasaBar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,La Panoya,40.4164558,-3.7077761000000002,Madrid,5,28013.0,Calle de Bordadores,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Lion,40.4165263,-3.7075762,Madrid,4,28013.0,Calle de Bordadores,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
